10.78079900;-3.48854243
7.10794723;-1.27776475
10.21530923;-5.18312491
9.83109787;-4.65915260
9.73011419;-5.81929552
12.84938480;-5.48154128
14.32710350;-4.39801887
10.37464989;-3.13797945
10.48811099;-2.18373708
8.83930494;-5.56165067
10.35930958;-4.56690210
9.88185584;-5.39858813
10.18785298;-3.37427765
10.22024643;-3.10213837
14.56816325;-1.94266326
10.65281675;-3.17563325
10.95704054;-3.47197790
10.04388327;-4.98099418
10.38305836;-1.72628335
10.21970619;-4.88341293
10.27684629;-4.70808677
9.80318327;-5.06756869
10.36994250;-2.87981412
10.28965664;-1.85931421
10.55816734;-3.59698157
11.24040683;-3.87145527
10.30090970;-4.00099191
10.11882854;0.45279355
9.49776956;-6.07759592
10.65731941;-5.01321714
10.23355819;-5.50120266
9.63039695;-4.64608905
10.39479054;-5.59386577
11.57405962;-6.01870133
10.22813050;-3.83083510
10.40754584;-3.84855814
9.62876070;-4.65489106
9.60477545;-5.10936681
10.01083319;-5.16979872
10.14707413;-5.29623051
10.33793216;-6.84379853
9.79498247;8.67075746
10.56635422;-4.76229761
13.85690922;-5.06278277
10.02249054;-6.18810962
9.66023851;-6.28761141
9.61984022;-5.80635228
8.95014274;-3.30686719
11.74758831;3.70866053
11.79514809;-5.27707854
9.08430265;74.61578983
10.23316225;-3.02502025
10.81596959;49.92913166
10.87929639;44.32749604
12.03725636;-2.29993953
10.91560150;-2.01253915
10.93381500;3.44675751
9.44163163;-3.48233189
11.29845369;-4.16793813
10.79554785;2.98438164
10.01386704;-2.41226884
10.43202511;-6.07228502
11.03801346;-3.08221687
12.53181028;-2.08526108
8.65430729;-4.19458866
9.16833567;-2.87813459
7.59608945;-2.04552938
10.12303358;-1.14253088
9.62242721;-6.59960806
11.82622501;-6.45584039
12.05656017;-4.58164020
8.79838380;-1.72629422
8.76973740;-4.94088020
12.51220824;-2.91359341
7.74358543;48.06994552
6.80870715;-2.19641408
15.40497563;-5.80285720
16.21125373;-0.43196256
18.78154313;1.00420091
18.30572885;2.79183070
16.46079902;0.81098731
16.92978509;-4.07618109
16.93764179;-7.92991804
18.34687834;-6.50422582
17.94106307;27.57282068
24.16678512;0.95061245
23.78544905;-4.33810665
23.38493162;-2.27278340
22.22366609;-7.85006421
23.32472172;-4.98033589
23.56147658;-4.25955992
23.94552819;-2.79182178
19.04326754;-5.55969329
20.39938287;28.61519150
21.52940841;-4.49363944
19.15964114;0.67680107
18.84733846;-7.30177920
20.33098574;-5.12321090
19.83337612;-2.66901205
20.30381283;-3.71746548
21.72057263;35.76712029
20.77244049;29.49892197
19.56026768;49.02859419
18.14622660;46.99520994
22.00074313;-2.81279074
18.41359710;39.61218409
21.02189012;-5.16385116
20.77464129;-5.68600778
21.20368096;-4.67118266
29.05983472;-6.99300794
51.88830271;-3.97484521
55.88648211;-1.23763442
60.96746541;0.39223268
54.98968839;4.47682088
59.30827679;-4.36294279
52.32787833;-2.49366960
49.92918595;-7.48567076
56.41612763;40.88192212
14.32258898;-0.21676599
3.85658191;-2.28481090
